customer_id,customer_name,customer_type,customer_segment,city,state,region,registration_date,preferred_payment
CUST1103,Saurabh Patel,Retail,Premium,Bangalore,Karnataka,South,2024-02-06,UPI
CUST1104,Aishwarya Yadav,Wholesale,Premium,Vijayawada,Andhra Pradesh,South,2024-10-14,UPI
CUST1105,Saurabh Rajput,Wholesale,Regular,Patna,Bihar,East,2025-05-08,Debit Card
CUST1106,Tanmay Dhawan,Retail,Regular,Palwal,Haryana,North,2023-12-23,Debit Card
CUST1107,Aditya Khurana,Retail,Premium,Hyderabad,Telangana,South,2024-12-02,Net Banking
CUST1108,Lakshay Rao,Retail,Premium,Goa,Goa,West,2023-12-10,UPI
CUST1109,Kavita Patel,Enterprise,Regular,Kanpur,Uttar Pradesh,North,2025-05-31,COD
CUST1110,Mira Bedi,Enterprise,Regular,Gurugram,Haryana,North,2023-12-26,Debit Card
CUST1111,Shruti Dutta,Retail,Regular,Faridabad,Haryana,North,2025-06-26,UPI
CUST1112,Garima Phukan,Retail,Regular,Jaipur,Rajasthan,North,2024-01-06,Credit Card
CUST1113,Bhavna Sharma,Retail,Regular,Ranchi,Jharkhand,East,2025-02-15,COD
CUST1114,Nikhil Tyagi,Retail,Regular,Bhopal,Madhya Pradesh,West,2024-11-07,Credit Card
CUST1115,Chhavi Gogoi,Retail,Premium,Ahmedabad,Gujarat,West,2025-01-23,Net Banking
CUST1116,Sahil Sood,Wholesale,Regular,Kolkata,West Bengal,East,2024-02-15,Credit Card
CUST1117,Yogesh Kapoor,Enterprise,Regular,Bhopal,Madhya Pradesh,West,2024-09-21,Debit Card
CUST1118,Trisha Kapadia,Enterprise,Regular,Lucknow,Uttar Pradesh,North,2025-05-03,COD
CUST1119,Hitesh Phukan,Retail,Regular,Kolkata,West Bengal,East,2024-09-18,Credit Card
CUST1120,Anita Mehra,Enterprise,Regular,Mumbai,Maharashtra,West,2025-07-31,Debit Card
CUST1121,Kamal Upadhyay,Wholesale,Regular,Bhopal,Madhya Pradesh,West,2024-10-02,Credit Card
CUST1122,Nitin Ahuja,Retail,Regular,Kolkata,West Bengal,East,2024-11-27,UPI
CUST1123,Tushar Yadav,Retail,Regular,Bangalore,Karnataka,South,2024-10-17,Wallet
CUST1124,Mahi Tayal,Wholesale,Regular,Noida,Uttar Pradesh,North,2024-06-23,UPI
CUST1125,Preeti Iyer,Enterprise,Regular,Kanpur,Uttar Pradesh,North,2025-08-19,UPI
CUST1126,Radhika Khurana,Retail,Premium,Kochi,Kerala,South,2024-03-14,Net Banking
CUST1127,Mayank Raina,Retail,Regular,Bhopal,Madhya Pradesh,West,2024-06-14,Net Banking
CUST1128,Suhana Deshmukh,Retail,Premium,Kolkata,West Bengal,East,2025-07-10,UPI
CUST1129,Manoj Arora,Enterprise,Premium,New Delhi,Delhi,North,2025-01-18,Debit Card
CUST1130,Megha Menon,Enterprise,Regular,Vijayawada,Andhra Pradesh,South,2025-08-18,COD
CUST1131,Kunal Patil,Retail,Regular,Hyderabad,Telangana,South,2025-03-19,COD
CUST1132,Tanvi Sood,Retail,Regular,Meerut,Uttar Pradesh,North,2025-03-28,UPI
CUST1133,Anika Mukherjee,Enterprise,Regular,Noida,Uttar Pradesh,North,2025-07-12,UPI
CUST1134,Kriti Wadhwa,Wholesale,Premium,Chennai,Tamil Nadu,South,2024-10-27,Credit Card
CUST1135,Suresh Negi,Enterprise,New,Jamshedpur,Jharkhand,East,2023-12-09,Credit Card
CUST1136,Deepak Naik,Wholesale,Regular,Bangalore,Karnataka,South,2024-01-17,UPI
CUST1137,Akash Nair,Retail,New,Hubli,Karnataka,South,2024-03-13,UPI
CUST1138,Paras Bansal,Wholesale,VIP,Nagpur,Maharashtra,West,2024-06-10,COD
CUST1139,Rhea Rajput,Retail,Regular,Chennai,Tamil Nadu,South,2024-01-18,Credit Card
CUST1140,Gaurav Ahuja,Wholesale,Premium,Shillong,Meghalaya,East,2024-03-17,UPI
CUST1141,Megha Kumar,Retail,New,Imphal,Manipur,East,2024-08-23,UPI
CUST1142,Shruti Kapoor,Enterprise,New,Palwal,Haryana,North,2025-05-13,Debit Card
CUST1143,Mira Tandon,Enterprise,Premium,Madurai,Tamil Nadu,South,2024-04-07,Credit Card
CUST1144,Pihu Tandon,Retail,Regular,Bangalore,Karnataka,South,2024-09-23,UPI
CUST1145,Ganesh Tayal,Retail,New,Faridabad,Haryana,North,2025-08-03,Credit Card
CUST1146,Punit Reddy,Retail,Regular,New Delhi,Delhi,North,2024-09-15,UPI
CUST1147,Vihaan Mukherjee,Wholesale,Regular,Pune,Maharashtra,West,2025-07-23,Net Banking
CUST1148,Farhan Tyagi,Wholesale,New,Mangalore,Karnataka,South,2023-10-16,Net Banking
CUST1149,Suresh Rajput,Enterprise,Regular,Gurugram,Haryana,North,2024-03-16,UPI
CUST1150,Saanvi Roy,Retail,New,Faridabad,Haryana,North,2024-04-08,UPI
CUST1151,Diya Jog,Retail,Premium,Patna,Bihar,East,2025-04-15,UPI
CUST1152,Nisha Mehra,Retail,Regular,Udaipur,Rajasthan,North,2024-03-10,UPI
CUST1153,Rishabh Ahuja,Retail,Premium,Chandigarh,Chandigarh,North,2024-11-23,Wallet
CUST1154,Sahil Mishra,Retail,Regular,Visakhapatnam,Andhra Pradesh,South,2024-02-29,Credit Card
CUST1155,Pranav Tayal,Enterprise,Regular,Aizawl,Mizoram,East,2023-12-22,UPI
CUST1156,Aryan Patel,Retail,Premium,Shimla,Himachal Pradesh,North,2024-11-02,Wallet
CUST1157,Umesh Tandon,Wholesale,Regular,Surat,Gujarat,West,2024-05-18,Credit Card
CUST1158,Manoj Bansal,Retail,Regular,Aurangabad,Maharashtra,West,2025-04-11,Net Banking
CUST1159,Mukesh Sharma,Retail,Regular,Udaipur,Rajasthan,North,2024-07-25,Wallet
CUST1160,Shweta Thakur,Retail,Regular,Vadodara,Gujarat,West,2023-10-01,COD
CUST1161,Jatin Menon,Retail,Premium,Chennai,Tamil Nadu,South,2025-04-24,Wallet
CUST1162,Akash Puri,Enterprise,Regular,Ahmedabad,Gujarat,West,2025-06-29,COD
CUST1163,Ayush Hazarika,Retail,Premium,Ahmedabad,Gujarat,West,2025-03-30,Net Banking
CUST1164,Preeti Patil,Retail,Premium,Mumbai,Maharashtra,West,2023-11-04,UPI
CUST1165,Gopal Rawat,Wholesale,Regular,Noida,Uttar Pradesh,North,2024-04-03,UPI
CUST1166,Dev Negi,Enterprise,Premium,Indore,Madhya Pradesh,West,2023-10-30,Credit Card
CUST1167,Disha Bansal,Retail,Regular,Bangalore,Karnataka,South,2024-10-20,COD
CUST1168,Nisha Bisht,Retail,Premium,Lucknow,Uttar Pradesh,North,2024-10-08,UPI
CUST1169,Vivek Deshmukh,Retail,Regular,New Delhi,Delhi,North,2024-04-04,UPI
CUST1170,Sumit Pillai,Retail,New,Pune,Maharashtra,West,2024-07-26,Debit Card
CUST1171,Tejas Ahuja,Retail,Regular,Surat,Gujarat,West,2024-04-01,UPI
CUST1172,Saanvi Rawat,Enterprise,Regular,New Delhi,Delhi,North,2024-12-20,Debit Card
CUST1173,Tanya Verma,Retail,Regular,Tirupati,Andhra Pradesh,South,2023-12-17,Net Banking
CUST1174,Ishita Deshmukh,Retail,New,Kanpur,Uttar Pradesh,North,2024-11-20,Credit Card
CUST1175,Harish Puri,Retail,VIP,Ahmedabad,Gujarat,West,2025-05-19,Credit Card
CUST1176,Jayesh Patel,Wholesale,Regular,Lucknow,Uttar Pradesh,North,2025-07-20,Credit Card
CUST1177,Hitesh Naik,Retail,New,Nagpur,Maharashtra,West,2023-12-16,UPI
CUST1178,Reyansh Rajput,Retail,Regular,Hyderabad,Telangana,South,2025-02-25,UPI
CUST1179,Yash Singh,Retail,Premium,Siliguri,West Bengal,East,2025-02-01,UPI
CUST1180,Yuvraj Tayal,Retail,Premium,Chandigarh,Chandigarh,North,2025-01-23,COD
CUST1181,Ankita Hazarika,Retail,Regular,Chennai,Tamil Nadu,South,2023-10-05,COD
CUST1182,Advait Dhawan,Retail,New,Noida,Uttar Pradesh,North,2024-07-15,Credit Card
CUST1183,Manvi Agarwal,Retail,Premium,Bhubaneswar,Odisha,East,2023-11-28,UPI
CUST1184,Aman Bisht,Retail,VIP,Kolkata,West Bengal,East,2025-02-18,UPI
CUST1185,Amit Joshi,Retail,New,Patiala,Punjab,North,2024-03-24,Wallet
CUST1186,Ishita Khurana,Enterprise,New,Ahmedabad,Gujarat,West,2025-07-23,UPI
CUST1187,Divya Kapoor,Retail,Regular,Bhopal,Madhya Pradesh,West,2024-03-19,UPI
CUST1188,Lata Sen,Wholesale,Regular,Mumbai,Maharashtra,West,2025-06-14,UPI
CUST1189,Ravi Thakur,Retail,Regular,Thrissur,Kerala,South,2023-09-15,Net Banking
CUST1190,Deepika Pillai,Wholesale,Regular,Udaipur,Rajasthan,North,2023-09-29,Net Banking
CUST1191,Mohit Mishra,Retail,New,Noida,Uttar Pradesh,North,2023-10-16,Wallet
CUST1192,Sahil Rajput,Retail,Regular,Kolkata,West Bengal,East,2025-03-15,COD
CUST1193,Ravi Chawla,Wholesale,New,Patna,Bihar,East,2024-04-11,UPI
CUST1194,Naresh Chatterjee,Wholesale,Regular,Ahmedabad,Gujarat,West,2024-09-22,COD
CUST1195,Shruti Bose,Enterprise,Regular,Chennai,Tamil Nadu,South,2024-11-07,Wallet
CUST1196,Farhan Gupta,Wholesale,Regular,Chennai,Tamil Nadu,South,2024-09-23,Debit Card
CUST1197,Mira Bhatia,Retail,Regular,Vadodara,Gujarat,West,2025-02-19,UPI
CUST1198,Amit Raina,Retail,Premium,Kolkata,West Bengal,East,2023-10-25,UPI
CUST1199,Chhavi Patel,Retail,New,Kolkata,West Bengal,East,2025-08-08,COD
CUST1200,Ravi Patil,Retail,Regular,Thane,Maharashtra,West,2025-01-17,Wallet
CUST1201,Saurabh Ahuja,Wholesale,Regular,Ahmedabad,Gujarat,West,2025-07-24,Wallet
CUST1202,Ayush Mehra,Retail,New,Gurugram,Haryana,North,2023-11-18,Credit Card
CUST1203,Yash Roy,Enterprise,Premium,Jaipur,Rajasthan,North,2024-09-15,Debit Card
CUST1204,Priya Singh,Retail,Regular,Patna,Bihar,East,2024-12-19,Net Banking
CUST1205,Sachin Bisht,Retail,New,Pune,Maharashtra,West,2024-04-03,Credit Card
CUST1206,Tushar Shetty,Retail,Regular,New Delhi,Delhi,North,2025-03-02,COD
CUST1207,Advait Saxena,Retail,Regular,Noida,Uttar Pradesh,North,2024-06-22,COD
CUST1208,Naina Jog,Wholesale,Regular,Surat,Gujarat,West,2023-09-02,UPI
CUST1209,Radhika Tandon,Enterprise,New,New Delhi,Delhi,North,2024-01-13,UPI
CUST1210,Shubham Patel,Retail,Premium,Jaipur,Rajasthan,North,2023-08-27,Debit Card
CUST1211,Yamini Kapadia,Wholesale,Regular,Mumbai,Maharashtra,West,2024-09-28,Debit Card
CUST1212,Lata Tyagi,Retail,Regular,Nagpur,Maharashtra,West,2023-11-17,UPI
CUST1213,Darshan Jain,Enterprise,New,Ahmedabad,Gujarat,West,2024-08-08,Credit Card
CUST1214,Sumit Chatterjee,Retail,New,Meerut,Uttar Pradesh,North,2025-06-13,COD
CUST1215,Manvi Saxena,Retail,VIP,Nashik,Maharashtra,West,2024-02-02,Credit Card
CUST1216,Dev Luthra,Retail,Regular,Udaipur,Rajasthan,North,2025-05-14,Net Banking
CUST1217,Lalit Dhawan,Retail,Premium,Bangalore,Karnataka,South,2023-12-17,Net Banking
CUST1218,Kartik Khanna,Retail,Regular,Vadodara,Gujarat,West,2023-10-16,UPI
CUST1219,Preeti Barua,Retail,Regular,Ahmedabad,Gujarat,West,2025-06-12,UPI
CUST1220,Preeti Mishra,Retail,VIP,Jabalpur,Madhya Pradesh,West,2024-06-14,COD
CUST1221,Ishita Joshi,Retail,Regular,Ahmedabad,Gujarat,West,2024-05-04,Debit Card
CUST1222,Pradeep Goel,Wholesale,Regular,Mumbai,Maharashtra,West,2025-04-07,Wallet
CUST1223,Sakshi Pillai,Wholesale,New,Noida,Uttar Pradesh,North,2024-08-21,COD
CUST1224,Yogesh Oberoi,Wholesale,Regular,Chennai,Tamil Nadu,South,2023-12-02,UPI
CUST1225,Yash Raina,Retail,Regular,Srinagar,Jammu & Kashmir,North,2023-11-01,UPI
CUST1226,Rishabh Iyer,Retail,Regular,Shimla,Himachal Pradesh,North,2024-12-31,Credit Card
CUST1227,Shruti Pillai,Retail,Premium,Shillong,Meghalaya,East,2025-05-14,Debit Card
CUST1228,Trisha Das,Retail,New,Hyderabad,Telangana,South,2025-08-01,COD
CUST1229,Chhavi Thakur,Retail,Regular,Kolkata,West Bengal,East,2025-03-23,Debit Card
CUST1230,Vidya Kulkarni,Retail,Premium,Ahmedabad,Gujarat,West,2024-07-10,COD
CUST1231,Meera Sethi,Retail,Regular,Bhavnagar,Gujarat,West,2023-08-26,Debit Card
CUST1232,Farhan Pandey,Retail,Premium,Mangalore,Karnataka,South,2024-04-04,UPI
CUST1233,Myra Sen,Retail,Regular,Pune,Maharashtra,West,2024-05-31,Credit Card
CUST1234,Tejas Yadav,Enterprise,Regular,Visakhapatnam,Andhra Pradesh,South,2025-07-17,Credit Card
CUST1235,Jai Gogoi,Enterprise,Premium,Amritsar,Punjab,North,2024-12-07,Wallet
CUST1236,Ankita Patil,Retail,Premium,Nashik,Maharashtra,West,2024-06-29,Debit Card
CUST1237,Sakshi Tyagi,Retail,Regular,Faridabad,Haryana,North,2023-12-11,UPI
CUST1238,Pranav Mehra,Enterprise,Regular,New Delhi,Delhi,North,2023-11-13,Debit Card
CUST1239,Umesh Yadav,Enterprise,New,Ahmedabad,Gujarat,West,2025-02-23,Debit Card
CUST1240,Tanmay Sinha,Wholesale,Premium,Lucknow,Uttar Pradesh,North,2025-05-24,Credit Card
CUST1241,Sandeep Mishra,Retail,Regular,Siliguri,West Bengal,East,2023-09-10,UPI
CUST1242,Disha Singh,Retail,Regular,Durgapur,West Bengal,East,2025-04-08,UPI
CUST1243,Aditi Bose,Retail,Premium,Patna,Bihar,East,2025-04-17,UPI
CUST1244,Sumit Kumar,Wholesale,Premium,Chennai,Tamil Nadu,South,2025-03-08,UPI
CUST1245,Naresh Khandelwal,Wholesale,Premium,New Delhi,Delhi,North,2025-02-24,Credit Card
CUST1246,Kajal Thakur,Retail,Regular,Ranchi,Jharkhand,East,2024-08-30,Net Banking
CUST1247,Aditya Luthra,Retail,New,Kochi,Kerala,South,2025-04-16,Debit Card
CUST1248,Aarav Yadav,Retail,Premium,Imphal,Manipur,East,2024-12-09,UPI
CUST1249,Chitra Tayal,Wholesale,Regular,Imphal,Manipur,East,2023-11-22,COD
CUST1250,Priya Kulkarni,Wholesale,Premium,Gwalior,Madhya Pradesh,West,2025-01-17,Credit Card
CUST1251,Vikram Oberoi,Retail,Regular,Bangalore,Karnataka,South,2025-05-11,Net Banking
CUST1252,Suhana Sethi,Retail,New,Hyderabad,Telangana,South,2025-01-29,COD
CUST1253,Varun Ghosh,Retail,Regular,Gwalior,Madhya Pradesh,West,2024-02-01,Credit Card
CUST1254,Sahil Khanna,Wholesale,Regular,Bangalore,Karnataka,South,2025-03-23,COD
CUST1255,Trisha Saxena,Wholesale,Regular,Jaipur,Rajasthan,North,2024-12-29,Debit Card
CUST1256,Shivam Patel,Retail,Regular,Mumbai,Maharashtra,West,2024-04-02,COD
CUST1257,Sakshi Nagpal,Retail,Regular,Siliguri,West Bengal,East,2023-10-25,Net Banking
CUST1258,Om Jog,Retail,Regular,Nagpur,Maharashtra,West,2024-04-17,UPI
CUST1259,Vijay Jain,Retail,Premium,Mumbai,Maharashtra,West,2025-02-02,UPI
CUST1260,Tejas Hegde,Retail,New,Noida,Uttar Pradesh,North,2024-12-14,Credit Card
CUST1261,Komal Patel,Retail,Regular,Pune,Maharashtra,West,2023-10-01,Credit Card
CUST1262,Riya Menon,Wholesale,Regular,Raipur,Chhattisgarh,East,2023-12-05,UPI
CUST1263,Bhumi Upadhyay,Wholesale,Premium,Chandigarh,Chandigarh,North,2024-05-17,Credit Card
CUST1264,Aditi Khandelwal,Retail,Regular,Hubli,Karnataka,South,2025-03-27,Debit Card
CUST1265,Pranav Naik,Retail,Regular,Kolkata,West Bengal,East,2025-06-21,COD
CUST1266,Aryan Kulkarni,Retail,Premium,Vadodara,Gujarat,West,2025-04-14,UPI
CUST1267,Sara Mishra,Wholesale,Regular,Nagpur,Maharashtra,West,2025-02-01,UPI
CUST1268,Lalit Naik,Wholesale,Premium,Nagpur,Maharashtra,West,2024-04-06,UPI
CUST1269,Geeta Bose,Retail,Regular,Chennai,Tamil Nadu,South,2024-08-17,Net Banking
CUST1270,Ojas Hazarika,Retail,Regular,Bangalore,Karnataka,South,2024-12-27,Credit Card
CUST1271,Mahi Sharma,Retail,Regular,Bhopal,Madhya Pradesh,West,2025-01-16,UPI
CUST1272,Varun Roy,Retail,New,Bhopal,Madhya Pradesh,West,2024-02-07,Credit Card
CUST1273,Ajay Mishra,Retail,Regular,Kolkata,West Bengal,East,2025-01-29,Net Banking
CUST1274,Myra Upadhyay,Retail,Regular,Patna,Bihar,East,2024-03-25,UPI
CUST1275,Kapil Chadha,Retail,Regular,Tirupati,Andhra Pradesh,South,2024-01-30,Net Banking
CUST1276,Tejas Mehra,Retail,Premium,Mangalore,Karnataka,South,2023-12-21,UPI
CUST1277,Vanya Nagpal,Wholesale,Regular,Jamnagar,Gujarat,West,2024-10-19,Wallet
CUST1278,Jai Malhotra,Retail,New,Ahmedabad,Gujarat,West,2024-12-27,Credit Card
CUST1279,Mira Gogoi,Enterprise,Regular,Nagpur,Maharashtra,West,2024-12-24,Credit Card
